company,specific_bean_origin,review_year,cocoa_percent,company_location,rating,bean_type,broad_bean_origin,company_imp,specific_bean_origin_imp,review_year_imp,cocoa_percent_imp,company_location_imp,rating_imp,bean_type_imp,broad_bean_origin_imp
Claudio Corallo,Terreiro Velho P.,2008,0.75,Sao Tome,4,Forastero,Sao Tome-Principe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Claudio Corallo,Principe,2008,1,Sao Tome,1,Forastero,Sao Tome-Principe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",2015,0.73,U.S.A.,3.5,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Coleman & Davis,Sambirano,2015,0.75,U.S.A.,3,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Compania de Chocolate (Salgado),Sur del Lago,2010,0.7,Argentina,3.25,Criollo,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Compania de Chocolate (Salgado),Carenero Superior,2008,0.8,Argentina,2.75,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Compania de Chocolate (Salgado),Moxos,2008,0.72,Argentina,3.25,Forastero,Bolivia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Compania de Chocolate (Salgado),Ocumare,2008,0.7,Argentina,3.75,Criollo,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Compania de Chocolate (Salgado),Esmeraldas,2008,0.88,Argentina,2.75,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Condor,Camino Verde,2015,0.76,U.S.A.,3.5,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Confluence,"Tien Giang, 2015, batch 10-2-16",2016,0.78,U.S.A.,2.75,Trinitario,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,"Ecuador, Puristique",2013,0.65,Germany,3.25,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Ghana Puristique,2012,0.85,Germany,3.5,Forastero,Ghana,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Ecuador Puristique,2012,1,Germany,1.5,Forastero (Arriba),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Coppeneur,Uba Budo,2012,0.72,Germany,3.75,Forastero,Sao Tome-Principe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Madagascar,2012,0.7,Germany,3.5,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Grenada,2010,0.72,Germany,3.25,Trinitario,Grenada,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Chuao,2010,0.7,Germany,3,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,"Los Rios, H. Iara",2010,0.72,Germany,2.5,Nacional,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Trinidad,2010,0.72,Germany,3,Trinitario,Trinidad-Tobago,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Jamaica,2010,0.72,Germany,3.25,Trinitario,Jamaica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Ocumare 61,2010,0.72,Germany,3.25,Criollo (Ocumare 61),Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,"Porcelana, Apotequil",2009,0.72,Germany,3,Criollo,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,"Porcelana, Apotequil",2009,0.62,Germany,3.25,Criollo,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Chuao 100hr,2009,0.7,Germany,3.5,"Criollo, Trinitario",Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,Chuao 70hr,2009,0.7,Germany,3.75,"Criollo, Trinitario",Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,"Porcelana, Tabasco, Mexico",2008,0.72,Germany,3,Criollo,Mexico,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,"Porcelana, Venezuela",2008,0.72,Germany,3,Criollo (Porcelana),Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Coppeneur,"Sambirano, Menava P.",2007,0.72,Germany,3,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cravve,New Ireland,2014,0.7,Australia,2.5,Forastero,Papua New Guinea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cravve,"Vanuatu, batch 2410",2014,0.83,Australia,2.75,Trinitario,Vanuatu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cravve,"Tanzania, batch a1",2012,0.75,Australia,3.25,Forastero,Tanzania,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cravve,"Bahia, batch a1213",2012,0.65,Australia,3.25,Trinitario,Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cravve,"Namau Village, N. Taileva P., batch a2812",2012,0.67,Australia,3.25,Trinitario,Fiji,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cravve,Vanuatu,2012,0.64,Australia,3.25,Trinitario,Vanuatu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cravve,Djual Island,2012,0.75,Australia,3.5,Forastero,Papua New Guinea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Creo,"""heirloom"", Arriba Nacional",2016,0.85,U.S.A.,3.25,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Creo,"""heirloom"", Arriba Nacional",2016,0.73,U.S.A.,3.75,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Daintree,Goodman Estate,2015,0.7,Australia,2.75,Trinitario,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Daintree,"Daintree Estates, N. Queensland",2011,0.7,Australia,3.25,Trinitario,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dalloway,"Dominican Republic, batch 7",2017,0.72,U.S.A.,2.75,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Damson,Robson Estate,2015,0.7,U.K.,3,Trinitario,Trinidad-Tobago,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Damson,Los Rios,2015,0.7,U.K.,3.5,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Damson,Crayfish Bay aka Non Pariel Estate,2015,0.7,U.K.,2.25,Criollo,Grenada,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Damson,O'Payo,2015,0.7,U.K.,2.75,Trinitario,Nicaragua,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,"Maya Mtn., Break Bar- Snark",2015,0.7,U.S.A.,3,Trinitario,Belize,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dandelion,Maya Mountain,2014,0.7,U.S.A.,3.5,Trinitario,Belize,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dandelion,"Camino Verde P., Balao, Guayas, 2013",2014,0.7,U.S.A.,3.5,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,Buto,2014,0.7,U.S.A.,2.75,Trinitario,Liberia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,"San Francisco de Macoris, Cibao region",2014,0.7,U.S.A.,3.75,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,"Cumboto, farmer Jose Lugo",2013,0.7,U.S.A.,2.75,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,Patanemo,2013,0.7,U.S.A.,3.25,Criollo,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,"Mantuano, 2012",2013,0.7,U.S.A.,3.5,Forastero,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,Papua New Guinea,2013,0.7,U.S.A.,3.5,Trinitario,Papua New Guinea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,Upala,2012,0.7,U.S.A.,3,Forastero,Costa Rica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,Colombian,2012,0.7,U.S.A.,3.25,Forastero,Colombia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,"Elvesia, 2011",2012,0.7,U.S.A.,3.75,Blend,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,Dominican Republic,2011,0.7,U.S.A.,3.25,Blend,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dandelion,Madagascar,2011,0.7,U.S.A.,3.25,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dandelion,Tanzania,2011,0.7,U.S.A.,3.25,Forastero,Tanzania,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Danta,Los Ujuxtes,2014,0.82,Guatemala,3.25,Trinitario,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Danta,Chuao,2012,0.75,Guatemala,3,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Danta,Los Ujuxtes,2012,0.7,Guatemala,3.75,Trinitario,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Danta,Sambirano,2012,0.7,Guatemala,3.75,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Danta,Las Acacias E.,2012,0.7,Guatemala,4,Criollo,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Danta,"Oscuro, Finca Chimelb",2012,0.7,Guatemala,3.25,Trinitario,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Danta,Los Ujuxtes,2011,0.6,Guatemala,3.5,Trinitario,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Danta,Las Acacias E.,2009,0.75,Guatemala,3,Criollo,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Danta,Las Acacias E.,2009,0.6,Guatemala,3.25,Criollo,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DAR,"Venezuela, batch 122",2016,0.72,U.S.A.,2.75,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DAR,Vietnam,2016,0.72,U.S.A.,3,Trinitario,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DAR,"DUO, batch 002",2016,0.7,U.S.A.,3.25,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dark Forest,Bolivia,2016,0.75,U.S.A.,3.25,Trinitario,Bolivia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dark Forest,Madagascar,2015,0.7,U.S.A.,3,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dark Forest,Ocumare,2015,0.7,U.S.A.,3.25,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dark Forest,Tanzania,2015,0.7,U.S.A.,3,Trinitario,Tanzania,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dark Forest,Ecuador,2015,0.7,U.S.A.,3.25,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Davis,Ghana,2013,0.7,U.S.A.,2.5,Forastero,Ghana,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Davis,Rainforest,2013,0.7,U.S.A.,2.75,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Davis,Venezuela,2013,0.7,U.S.A.,2.75,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Davis,West Africa,2012,0.58,U.S.A.,3.25,Forastero,Africa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
De Mendes,"Nativo, Varzea",2015,0.72,Brazil,3.5,Trinitario (Scavina),Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
De Mendes,"Selvagem, Jari",2015,0.65,Brazil,3.5,Trinitario,Brazil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
De Villiers,Bundibugyo District,2016,0.7,South Africa,2.5,Forastero,Uganda,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
De Villiers,"Sambirano Valley, batch 2477",2016,0.7,South Africa,3,Forastero (Nacional),Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dean and Deluca (Belcolade),Madagascar,2007,0.66,U.S.A.,2.5,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dean and Deluca (Belcolade),Costa Rica,2007,0.64,U.S.A.,3,Matina,Costa Rica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dean and Deluca (Belcolade),Ecuador,2007,0.71,U.S.A.,3,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dean and Deluca (Belcolade),Ghana,2007,0.6,U.S.A.,3,Forastero,Ghana,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dean and Deluca (Belcolade),Papua New Guinea,2007,0.64,U.S.A.,3,Trinitario,Papua New Guinea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dean and Deluca (Belcolade),Peru,2007,0.64,U.S.A.,3,Criollo,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Debauve & Gallais (Michel Cluizel),Papua New Guinea,2009,0.64,France,3,Forastero (Arriba) ASS,Papua New Guinea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Debauve & Gallais (Michel Cluizel),Venezuela,2008,0.66,France,3.75,Forastero (Arriba),Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Desbarres,"Kilombero, batch 41",2016,0.72,Canada,2.5,Trinitario,Tanzania,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DeVries,Bolivian,2008,0.8,U.S.A.,2.75,Forastero,Bolivia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DeVries,Costa Rica,2007,0.77,U.S.A.,3.5,Trinitario,Costa Rica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DeVries,Dominican Republic,2007,0.77,U.S.A.,3.5,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dick Taylor,Lanquin Estate,2017,0.7,U.S.A.,3.75,Trinitario,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dick Taylor,Tien Giang,2016,0.78,U.S.A.,3.5,Trinitario,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",2015,0.7,U.S.A.,3.75,Forastero (Parazinho),Bolivia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dick Taylor,Elvesia,2014,0.74,U.S.A.,3.5,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dick Taylor,"Ecuador, Choc. Garage Exclusive",2013,0.7,U.S.A.,3.25,Blend,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dick Taylor,Camino Verde,2013,0.76,U.S.A.,3.5,Nacional (Arriba),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dick Taylor,Bolivia,2012,0.75,U.S.A.,2.75,Trinitario,Bolivia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dick Taylor,Belize,2012,0.72,U.S.A.,2.75,Trinitario,Belize,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dick Taylor,Sambirano,2011,0.8,U.S.A.,2.75,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dick Taylor,Sambirano,2011,0.72,U.S.A.,3,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dick Taylor,Mantuano,2011,0.75,U.S.A.,2.75,Criollo,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dick Taylor,La Red,2011,0.74,U.S.A.,3,Forastero,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dick Taylor,Ecuador,2011,0.7,U.S.A.,3.25,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Doble & Bignall,Puerto Cabello,2015,0.85,U.K.,3,Forastero,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Doble & Bignall,"Panama, Raven",2014,0.72,U.K.,3.25,"Criollo, Trinitario",Panama,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Doble & Bignall,"Puerto Cabello, Mantuano",2014,0.72,U.K.,3.25,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Doble & Bignall,Johe,2014,0.72,U.K.,3.5,"Criollo, Trinitario",Nicaragua,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,0.7,U.S.A.,3.75,Trinitario,Hawaii,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dolfin (Belcolade),Africa,2008,0.88,Belgium,3,Forastero,Africa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Hacienda Victoria,2015,0.7,Italy,3.75,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Domori,Ocumare 77,2015,0.7,Italy,3.75,Criollo (Ocumare 77),Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,"IL100, H. San Jose",2013,1,Italy,3,Criollo,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Morogoro,2012,0.7,Italy,3.5,Trinitario,Tanzania,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Domori,Guasare,2012,0.7,Italy,3.75,Criollo,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,"Canoabo, Hacienda San Jose",2011,0.7,Italy,3.5,Criollo,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,"Chuao, Hacienda San Jose",2010,0.7,Italy,3,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,"Carupano, H. San Jose",2008,0.7,Italy,3,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Teyuna,2008,0.7,Italy,3,Forastero,Colombia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Domori,Porcelana,2007,0.7,Italy,4,Criollo (Porcelana),Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,"Ocumare 61, Puertomar",2007,0.75,Italy,3.25,Criollo (Ocumare 61),Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Granella,2007,0.6,Italy,3.25,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Madagascar,2007,0.7,Italy,3.5,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Madagared,2007,0.7,Italy,3.5,Criollo,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,"Java, Javablond",2007,0.7,Italy,3.75,Criollo,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Ecuador,2007,0.7,Italy,4,Forastero (Arriba),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,"Ocumare 67, Puertofino",2007,0.7,Italy,4,Criollo (Ocumare 67),Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Sur del Lago Classificado,2006,0.7,Italy,3,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Apurimac,2006,0.7,Italy,3.25,Trinitario,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Domori,Carenero Superior,2006,0.7,Italy,3.5,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dormouse,Non Pariel Estate,2016,0.75,U.K.,2.75,Trinitario,Grenada,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dormouse,"Rio Caribe, Batch 7",2015,0.7,U.K.,2.5,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dormouse,"Colombia, Batch 9",2015,0.8,U.K.,2.75,"Criollo, Trinitario",Colombia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dormouse,"Madagascar, Batch 8",2015,0.77,U.K.,2.75,"Criollo, Trinitario",Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Duffy's,"Rio Dulce, Xoco",2015,0.7,U.K.,4,Criollo,Guatemala,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Duffy's,"Chuno, Xoco",2014,0.7,U.K.,3.5,Criollo,Nicaragua,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Duffy's,"Rico Rugoso, Xoco",2014,0.76,U.K.,3.75,Criollo,Nicaragua,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Duffy's,Ocumare,2012,0.72,U.K.,3.75,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Duffy's,"Indio Rojo, Xoco",2011,0.72,U.K.,3.75,Criollo,Honduras,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Duffy's,Dominican Republic,2011,0.65,U.K.,3.5,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Duffy's,"Bocas del Toro, Tierra Oscura",2011,0.72,U.K.,3,Blend,Panama,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Duffy's,"Nicaliso, Xoco",2011,0.71,U.K.,3.25,Criollo,Nicaragua,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Duffy's,Ocumare,2011,0.71,U.K.,3.5,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Duffy's,Panama,2010,0.7,U.K.,3.5,Trinitario,Panama,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Duffy's,"Corazon del Ecuador, Calceta beans",2010,0.72,U.K.,3.75,Trinitario,Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Duffy's,Star of Ecuador,2010,0.7,U.K.,2.5,Forastero (Arriba),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Duffy's,Star of Peru,2010,0.7,U.K.,3.75,Trinitario,Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dulcinea,Dominican Republic,2015,0.7,U.S.A.,3.25,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Durand,Madagascar,2012,0.82,France,2.75,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Durci,"Maranon, Joya Rara",2015,0.7,U.S.A.,3.5,Forastero (Nacional),Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Durci,"Rio Caribe, Tepui Treasure",2015,0.7,U.S.A.,3.5,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Durci,Taino Secret,2015,0.7,U.S.A.,3.25,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Durci,"Carenero, Empyrean Sabor",2015,0.7,U.S.A.,3.25,Trinitario,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Durci,Corona Arriba,2015,0.7,U.S.A.,4,Forastero (Nacional),Ecuador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
East Van Roasters,Peru,2014,0.7,Canada,3.25,"Criollo, Trinitario",Peru,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
East Van Roasters,Madagascar,2014,0.7,Canada,3.5,Trinitario,Madagascar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
East Van Roasters,Dominican Republic,2014,0.7,Canada,3.75,Trinitario,Dominican Republic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
